title,doctype,keywords,collection,docno,relasedec,origclass,pagect,doccreation,docrelease,seqno,caseno,pubdate,file
CURRENT INTELLIGENCE BULLETIN - 1952/08/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973604,RIPPUB,U,7,"June 6, 2019","June 27, 2019",,,"August 30, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652981%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/01/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050112,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"January 7, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671660%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/04/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02692622,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"April 19, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638413%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/04/03,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02046566,RIPPUB,U,6,"May 24, 2019","May 30, 2019",,,"April 3, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638372%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/12/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003002,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"December 12, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15741978%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/01/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179261,RIPPUB,U,11,"March 17, 2020","March 26, 2020",,,"January 2, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798800%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/04/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02995601,RIPPUB,U,8,"October 25, 2019","October 31, 2019",,,"April 17, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740202%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/06/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189327,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"June 2, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798927%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/10/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03155154,RIPPUB,U,14,"December 12, 2019","December 20, 2019",,,"October 29, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757417%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/10/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02977787,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"October 8, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798813%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/03/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02988540,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"March 5, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772417%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/12/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178389,RIPPUB,U,8,"October 25, 2019","October 31, 2019",,,"December 23, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742050%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/09/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03163361,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"September 29, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787616%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/10/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000848,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"October 26, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15706767%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/02/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03157412,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"February 25, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15799043%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/04/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02989477,RIPPUB,U,9,"October 25, 2019","October 31, 2019",,,"April 10, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15740158%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02998400,RIPPUB,U,12,"January 27, 2020","January 30, 2020",,,"December 11, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777320%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/04/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03150416,RIPPUB,U,16,"December 12, 2019","December 20, 2019",,,"April 27, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755725%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/04/13,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02870934,RIPPUB,U,6,"August 20, 2019","August 30, 2019",,,"April 13, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689491%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/07/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185140,RIPPUB,U,14,"March 17, 2020","March 26, 2020",,,"July 18, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798873%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/03/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03184089,RIPPUB,U,16,"January 27, 2020","January 30, 2020",,,"March 22, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772396%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/09/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160569,RIPPUB,U,19,"March 17, 2020","March 26, 2020",,,"September 16, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798912%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/02/05,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169388,RIPPUB,U,18,"January 27, 2020","January 30, 2020",,,"February 5, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772416%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03148922,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"November 18, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787733%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/08/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185147,RIPPUB,U,13,"March 17, 2020","March 26, 2020",,,"August 6, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798748%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/05/15,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02901110,RIPPUB,U,6,"July 15, 2019","July 22, 2019",,,"May 15, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671789%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/12/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02064608,RIPPUB,U,5,"June 6, 2019","June 27, 2019",,,"December 10, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653103%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/01/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023332,RIPPUB,U,12,"February 25, 2020","February 27, 2020",,,"January 30, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787567%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/11/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03019096,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"November 29, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722080%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/06/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02740734,RIPPUB,U,7,"March 18, 2019","March 28, 2019",,,"June 29, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587440%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/05/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03172684,RIPPUB,U,20,"August 14, 2020","August 27, 2020",,,"May 23, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815546%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/12/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03000010,RIPPUB,U,21,"January 27, 2020","January 30, 2020",,,"December 27, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777446%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/12/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02018020,RIPPUB,U,6,"June 6, 2019","June 27, 2019",,,"December 20, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15653123%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/04/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02001988,RIPPUB,U,18,"August 14, 2020","August 27, 2020",,,"April 20, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815751%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/04/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,06788695,RIPPUB,U,13,"August 14, 2020","August 27, 2020",,,"April 8, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815555%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/06/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189330,RIPPUB,U,15,"March 17, 2020","March 26, 2020",,,"June 7, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798956%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/03/08,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003281,RIPPUB,U,6,"September 20, 2019","September 26, 2019",,,"March 8, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722756%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/04/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02870929,RIPPUB,U,9,"August 20, 2019","August 30, 2019",,,"April 2, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689476%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/08/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169523,RIPPUB,U,18,"January 27, 2020","January 30, 2020",,,"August 28, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15777286%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/05/17,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160454,RIPPUB,U,10,"December 12, 2019","December 20, 2019",,,"May 17, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755731%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/02/24,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03007376,RIPPUB,U,14,"August 14, 2020","August 27, 2020",,,"February 24, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815770%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/08/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03189012,RIPPUB,U,7,"December 12, 2019","December 20, 2019",,,"August 20, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757494%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/11/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03031313,RIPPUB,U,15,"February 25, 2020","February 27, 2020",,,"November 6, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787729%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/05/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02684301,RIPPUB,U,9,"May 24, 2019","May 30, 2019",,,"May 27, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638409%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/10/20,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178392,RIPPUB,U,10,"December 12, 2019","December 20, 2019",,,"October 20, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757338%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/06/02,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03003297,RIPPUB,U,10,"December 12, 2019","December 20, 2019",,,"June 2, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755732%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/01/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02993981,RIPPUB,U,5,"August 20, 2019","August 30, 2019",,,"January 30, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689589%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/07/19,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03169387,RIPPUB,U,12,"December 12, 2019","December 20, 2019",,,"July 19, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757490%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/03/27,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02692613,RIPPUB,U,7,"May 24, 2019","May 30, 2019",,,"March 27, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15638400%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1958/01/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03182294,RIPPUB,U,10,"January 27, 2020","January 30, 2020",,,"January 16, 1958",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15772461%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/05/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03179254,RIPPUB,U,15,"March 17, 2020","March 26, 2020",,,"May 25, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798908%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/04/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03156039,RIPPUB,U,18,"February 25, 2020","February 27, 2020",,,"April 23, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787460%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/30,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03178359,RIPPUB,U,10,"October 25, 2019","October 31, 2019",,,"August 30, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15741973%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/02/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03162002,RIPPUB,U,13,"December 12, 2019","December 20, 2019",,,"February 28, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755614%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001367,RIPPUB,U,7,"August 20, 2019","August 30, 2019",,,"June 23, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689572%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/02/11,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023217,RIPPUB,U,10,"February 25, 2020","February 27, 2020",,,"February 11, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787421%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/10/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03029883,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"October 16, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787747%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/08/29,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03188696,RIPPUB,U,7,"December 12, 2019","December 20, 2019",,,"August 29, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15757467%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1960/07/07,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03185134,RIPPUB,U,11,"March 17, 2020","March 26, 2020",,,"July 7, 1960",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15798848%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1951/06/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02003075,RIPPUB,U,8,"March 18, 2019","March 28, 2019",,,"June 21, 1951",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15587394%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/09/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973611,RIPPUB,U,12,"June 6, 2019","June 27, 2019",,,"September 9, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15655772%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/01/18,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03174711,RIPPUB,U,10,"August 14, 2020","August 27, 2020",,,"January 18, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815533%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/02/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02050124,RIPPUB,U,8,"July 15, 2019","July 22, 2019",,,"February 22, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671663%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1956/08/21,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03193803,RIPPUB,U,14,"October 25, 2019","October 31, 2019",,,"August 21, 1956",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15742055%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/16,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001361,RIPPUB,U,6,"August 20, 2019","August 30, 2019",,,"June 16, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689556%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/05/22,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03194451,RIPPUB,U,11,"September 20, 2019","September 26, 2019",,,"May 22, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15722675%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1961/06/28,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,05973651,RIPPUB,U,14,"August 14, 2020","August 27, 2020",,,"June 28, 1961",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15815550%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/06/12,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03001358,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"June 12, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689424%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1954/04/09,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02870931,RIPPUB,U,8,"August 20, 2019","August 30, 2019",,,"April 9, 1954",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15689659%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1955/08/06,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03448331,RIPPUB,U,7,"September 20, 2019","September 26, 2019",,,"August 6, 1955",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15721940%5D.pdf
CENTRAL INTELLIGENCE BULLETIN - 1959/02/26,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03023206,RIPPUB,U,13,"February 25, 2020","February 27, 2020",,,"February 26, 1959",https://www.cia.gov/library/readingroom/docs/CENTRAL%20INTELLIGENCE%20BULL%5B15787569%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1952/11/25,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02693979,RIPPUB,U,10,"June 6, 2019","June 27, 2019",,,"November 25, 1952",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15652998%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1957/03/23,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,03160432,RIPPUB,U,9,"December 12, 2019","December 20, 2019",,,"March 23, 1957",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15755718%5D.pdf
CURRENT INTELLIGENCE BULLETIN - 1953/04/10,SPECIALCOLLECTION,,Current/Central Intelligence Bulletin Collection,02893545,RIPPUB,U,9,"July 15, 2019","July 22, 2019",,,"April 10, 1953",https://www.cia.gov/library/readingroom/docs/CURRENT%20INTELLIGENCE%20BULL%5B15671706%5D.pdf
